Kilo_Secs,Relative_Flux,Relative_Flux_Error
11.93857918,-0.003405,0.001642
11.97054718,0.000135,0.001644
12.00251518,0.000622,0.001644
12.03456957,0.00313,0.001646
12.06653757,0.004498,0.00164
12.09850557,0.001273,0.001645
12.13055999,0.00304,0.001641
12.16252799,0.002547,0.001643
12.194496,-0.0006,0.001643
12.22655038,-0.003763,0.001646
12.25851838,-0.006158,0.001643
12.29048638,0.001901,0.001647
12.32254077,-0.002838,0.001646
12.35450877,-0.000444,0.001641
12.38656319,0.007276,0.001642
12.41853119,-0.002787,0.001648
12.45153596,0.005469,0.001643
12.48350396,0.003289,0.001647
12.51555839,0.006625,0.001644
12.54752639,-0.000737,0.001644
12.57949439,-0.00537,0.001647
12.61154877,-0.001172,0.001648
12.64351678,-0.004701,0.001648
12.67453439,-0.005735,0.001649
12.70650239,0.001337,0.001645
12.73855678,-0.001658,0.00165
12.77052478,0.002011,0.001653
12.80249278,-0.001486,0.001647
12.83446078,-0.003312,0.001651
12.86651516,0.000522,0.001651
12.89848317,-0.003779,0.001644
12.93053759,-0.002869,0.001649
12.96250559,-0.0067,0.001649
12.99447359,-0.006877,0.001654
13.02652798,-0.011347,0.001649
13.05849598,-0.002388,0.001653
13.09046398,-0.002458,0.001648
13.12251836,-0.001632,0.001649
13.15448636,-0.002851,0.001657
13.18654079,0.004538,0.00165
13.21850879,-0.001665,0.00165
13.25047679,-0.007477,0.001651
13.28244479,-0.006478,0.001652
13.31449918,-0.007738,0.00165
13.34646718,-0.006178,0.001656
13.3785216,-0.012581,0.001654
13.41152637,-0.005429,0.001655
13.44349437,-0.00123,0.001658
13.47546237,-0.004286,0.001656
13.5075168,-0.002284,0.001654
13.5394848,-0.001869,0.001654
13.5714528,-0.000608,0.00166
13.60350718,-0.00477,0.001654
13.63547519,-0.002009,0.001665
13.66744319,-0.003148,0.001662
13.69949757,-0.005321,0.001662
13.73146557,-0.006714,0.00166
13.76343357,-0.013463,0.001661
13.795488,-0.013444,0.001658
13.827456,-0.002708,0.001657
13.85951038,-0.005745,0.001659
13.89147838,-0.001032,0.001652
13.92344639,-0.007971,0.001651
13.95550077,-0.003128,0.00166
13.98746877,-0.001883,0.001661
14.01943677,-0.00835,0.001659
14.05149119,-0.012974,0.001661
14.0834592,-0.007502,0.001663
14.1154272,-0.006624,0.001662
14.14748158,-0.00948,0.001665
14.17944958,-0.005503,0.001662
14.21141759,-0.013697,0.001666
14.24347197,-0.007607,0.001663
14.27543997,-0.00717,0.001661
14.30740797,-0.005192,0.001661
14.3394624,-0.00965,0.001659
14.3714304,-0.001451,0.001663
14.40348478,-0.013734,0.001668
14.43545278,-0.006706,0.001664
14.46742078,-0.010075,0.001668
14.49947517,-0.006911,0.001666
14.53144317,-0.005378,0.001666
14.56341117,-0.0034,0.001666
14.59546559,-0.003029,0.00166
14.6274336,-0.006629,0.00167
14.6594016,0.001627,0.001672
14.69145598,-0.00364,0.001665
14.72342398,0.009097,0.001665
14.75547836,-0.000588,0.001671
14.78744637,-0.000959,0.00167
14.81941437,0.000824,0.001668
14.85146879,-0.007124,0.001667
14.88343679,-0.013483,0.001665
14.9154048,-0.015836,0.001665
14.94745918,0.000816,0.001665
14.97942718,-0.002622,0.001668
15.01139518,0.000622,0.001664
15.04344956,-0.005207,0.001668
15.07541757,-0.006195,0.001669
15.10738557,0.001025,0.001673
15.13943999,0.001273,0.001674
15.17140799,-0.001851,0.001666
15.20346238,0.00056,0.001671
15.23543038,-0.002422,0.001669
15.26739838,-0.004355,0.001671
15.29945276,-0.007699,0.001675
15.33142076,-0.002498,0.001673
15.36338877,-0.004381,0.001678
15.39544319,0.001664,0.001678
15.42741119,-0.002015,0.001677
15.45937919,0.00351,0.001679
15.49143358,0.000894,0.001666
15.52340158,0.001995,0.001668
15.55536958,0.004453,0.001677
15.58742396,-0.00304,0.001676
15.61939196,-0.00189,0.001677
15.65135997,-0.013089,0.001682
15.68341439,-0.009156,0.001683
15.71538239,-0.00528,0.001688
15.74743677,-0.004098,0.001688
15.77940478,-0.010479,0.001682
15.81137278,0.000496,0.001677
15.8434272,-0.003368,0.00168
15.87539516,-0.002795,0.001682
15.90736316,-0.009476,0.001691
15.93941759,-0.006053,0.001697
15.9724224,-0.004466,0.001692
16.0043904,-0.004375,0.00168
16.0363584,-0.001463,0.001673
16.06841278,-0.00627,0.001675
16.10038079,-0.007763,0.001678
16.13234879,-0.005017,0.001677
16.16440317,-0.001767,0.001674
16.19637117,0.005525,0.001673
16.22833917,0.000739,0.001674
16.2603936,0.003433,0.001677
16.2923616,-0.002907,0.001675
16.32441598,0.000211,0.001681
16.35638398,-0.001797,0.001677
16.38835199,-0.004885,0.001681
16.42040637,-0.005111,0.001677
16.45237437,-0.006118,0.00168
16.48434237,-0.003634,0.001682
16.5163968,0.000526,0.00168
16.5483648,-0.000665,0.001682
16.5803328,-0.005412,0.001678
16.61238718,0.005187,0.001682
16.64435518,0.00069,0.001683
16.67632319,-0.00022,0.001681
16.70837757,0.000538,0.001685
16.74034557,-0.001054,0.001684
16.77231357,-0.009443,0.001685
16.804368,-0.009161,0.001685
16.836336,-0.015187,0.001688
16.86839038,-0.002508,0.001697
16.90035838,-0.001538,0.001696
16.93232638,-0.003093,0.001692
16.96438077,0.000417,0.001687
16.99634877,-0.002525,0.001707
17.02831677,-0.002228,0.001701
17.06037119,0.004508,0.001704
17.0923392,-0.004919,0.001713
17.1243072,-0.008916,0.001713
17.15636158,-0.007823,0.001708
17.18832958,-0.005979,0.001707
17.22038396,-0.00862,0.001697
17.25235197,-0.010699,0.001704
17.28431997,-0.007763,0.001706
17.31637439,0.001113,0.0017
17.34834239,0.008959,0.001709
17.3803104,0.006504,0.001705
17.41236478,-0.001446,0.001717
17.44433278,-0.001199,0.001717
17.47630078,0.001078,0.001708
17.50835516,-0.001869,0.001705
17.54135997,-0.005631,0.001713
17.57332798,-0.004328,0.001698
17.60529598,-0.007505,0.001696
17.6373504,-0.00362,0.001706
17.66931836,-0.003831,0.001716
17.70128637,-0.009669,0.001701
17.73334079,0.000144,0.001708
17.76530879,-0.00355,0.001709
17.79727679,-0.00954,0.001715
17.82933117,-0.004117,0.001707
17.86129918,-0.007189,0.001719
17.8933536,5.60E-05,0.001717
17.9253216,-0.003199,0.001717
17.95728956,-0.007896,0.001721
17.98934399,-0.001514,0.001705
18.02131199,-0.004978,0.001704
18.05327999,-0.00355,0.001705
18.08533437,0.004498,0.001705
18.11730237,-0.00888,0.00172
18.14927038,-0.001455,0.001719
18.1813248,0.010006,0.001692
18.2132928,0.01589,0.001691
18.24534718,0.008025,0.001691
18.27731519,0.007544,0.001691
18.30928319,0.005596,0.0017
18.34133757,0.008202,0.001698
18.37330557,-0.001838,0.001699
18.40527357,-0.000569,0.001699
18.437328,0.008711,0.001697
18.469296,0.008468,0.001699
18.501264,0.020247,0.001699
18.53331838,0.006704,0.001697
18.56528639,0.01294,0.001706
18.59725439,0.014947,0.001703
18.62930877,0.010501,0.001701
18.66127677,0.016948,0.001704
18.69324477,0.010453,0.001707
18.7252992,0.006926,0.001703
18.7572672,0.007753,0.001706
18.7892352,0.006059,0.001703
18.82128958,0.011664,0.001705
18.85325759,0.007654,0.001702
18.88531197,0.012504,0.001705
18.91727997,0.013717,0.001704
18.94924797,0.012141,0.001706
18.9813024,0.009976,0.001708
19.0132704,0.012518,0.001711
19.0452384,0.007462,0.001711
19.07729278,0.00955,0.001709
19.10926078,0.009312,0.001716
19.14122879,-0.003455,0.001874
19.17328317,0.002009,0.001913
19.20525117,0.00265,0.001901
19.23721917,0.005332,0.001872
19.2692736,0.009193,0.001907
19.3012416,0.015552,0.001869
19.33329598,0.006297,0.001892
19.36526398,0.009266,0.001915
19.39723198,0.00167,0.001793
19.42928637,0.001533,0.001788
19.46125437,0.007542,0.001799
19.49322237,-0.0001,0.001792
19.52527679,0.002161,0.001798
19.5572448,0.001793,0.001805
19.59024957,0.00514,0.001789
19.62221757,0.00244,0.001766
19.65427199,0.00602,0.001752
19.68623999,0.015498,0.001725
19.71820799,0.008253,0.001722
19.75026238,0.012477,0.001723
19.78223038,0.002726,0.00173
19.8142848,0.012268,0.00173
19.84625276,0.008373,0.001727
19.87528318,0.010159,0.001722
19.90725119,0.001592,0.001726
19.93921919,0.008706,0.001731
19.97127357,0.012833,0.001729
20.00324157,0.015853,0.001728
20.03520957,0.017921,0.001731
20.067264,-0.003204,0.00178
20.099232,-0.012163,0.00178
20.1312,-0.006701,0.001793
20.16325438,-0.005003,0.001784
20.19522239,-0.004719,0.001799
20.22719039,-0.003666,0.001803
20.25924477,-0.013086,0.001806
20.29121277,-0.010544,0.001828
20.32318077,-0.014085,0.00184
20.3552352,-0.015738,0.00182
20.3872032,-0.006644,0.001834
20.41925758,-0.004937,0.001811
20.45122558,-0.007657,0.001816
20.48319359,-0.007392,0.001808
20.51524797,0.001456,0.001808
20.54721597,-0.003996,0.001801
20.58022078,0.00207,0.001796
20.61218878,-0.00394,0.001801
20.64424316,-0.002401,0.001815
20.67621117,-0.006209,0.001822
20.70817917,-0.015448,0.001854
83.56625279,0.001618412,0.002030534
83.59329597,-0.002883844,0.00203783
83.62025278,0.003607107,0.002046988
83.647296,0.005629109,0.002049958
83.67425276,0.00302328,0.00206101
83.70129599,0.002725777,0.002036677
83.72825279,0.000889367,0.00205023
83.75529598,0.001407093,0.002056714
83.78225278,-0.001122618,0.00204579
83.80929597,-0.003994021,0.002049395
83.83625277,-0.006759116,0.002053469
83.863296,-0.007523642,0.002045763
83.8902528,-0.00178227,0.002055067
83.91720956,-0.002011284,0.002056347
83.94425279,0.005017495,0.002057117
83.9722464,0.004855908,0.002047719
83.99920316,0.005026628,0.002054831
84.02624639,0.001481582,0.002059078
84.05328957,0.002426811,0.002057467
84.08024638,0.008030503,0.002045088
84.10720318,0.002973867,0.002041584
84.13424637,0.003060968,0.002050849
84.16120317,0.006062537,0.00205855
84.1882464,0.002596454,0.002062655
84.2152032,-0.00633927,0.002045851
84.24328319,-0.001598501,0.002063684
84.27024,-0.001395353,0.002072101
84.29728318,0.002062217,0.002057748
84.32423999,6.38E-05,0.002046454
84.35119679,0.006034553,0.002054536
84.37823997,0.011234152,0.00206853
84.40519678,0.006792685,0.00206069
84.43223996,0.01009967,0.002059196
84.45919677,0.007328887,0.002061983
84.48623999,0.006638,0.00205159
84.5131968,0.007377957,0.002066834
84.54023998,0.008207555,0.002077276
84.56719678,0.002865501,0.002057228
84.59423997,0.000272976,0.002046378
84.62119677,-0.007234807,0.002072753
84.64824,0.00278482,0.002071106
84.67822077,5.32E-05,0.002056582
84.70526399,0.006653357,0.00207992
84.73222079,0.000244612,0.002056535
84.75926398,0.002109706,0.002061781
84.78622078,0.00303041,0.002062178
84.81326397,0.008957228,0.002048482
84.84022077,0.002195413,0.002046176
84.86717758,0.000924184,0.002062661
84.8942208,0.001714797,0.002050039
84.92117756,-0.000409367,0.002052208
84.94822079,0.003661474,0.002066536
84.97517759,-0.004943861,0.002067097
85.00222078,-0.000740016,0.002061926
85.02917758,-0.001776511,0.00206138
85.05622077,-0.002701811,0.002059287
85.08317757,-0.002662841,0.002069354
85.1102208,0.00177066,0.002062403
85.1371776,0.000123596,0.002065013
85.16422078,0.002698429,0.002060935
85.19117759,0.004042736,0.002069791
85.21822077,0.001541944,0.002075368
85.24517758,0.004742346,0.00206676
85.27222076,0.002267939,0.002055688
85.29917757,-0.002492298,0.002066853
85.32622079,-0.004951408,0.002069673
85.3531776,-0.006008895,0.002067146
85.38022078,-0.008801196,0.002069922
85.40717758,-0.011500421,0.002085292
85.43422077,-0.008867446,0.002057582
85.46117757,-0.009613484,0.002077925
85.4882208,-0.005641087,0.002049079
85.5151776,-0.002701774,0.002068358
85.54222079,-0.001402598,0.002058027
85.56917759,0.001088342,0.002070732
85.59622077,-0.004257986,0.002068385
85.62317758,-0.002782779,0.002059039
85.65022076,-0.001399329,0.002068547
85.67717757,-0.005756113,0.002068289
85.70422079,-0.006902379,0.002081321
85.7311776,-0.011466437,0.002086174
85.75822078,-0.012614623,0.002070325
85.78517759,-0.018458199,0.002075522
85.81222077,-0.014447639,0.002048437
85.83917757,-0.011250117,0.002076856
85.8662208,-0.006607098,0.002070138
85.89317756,-0.002103993,0.00205036
85.92013437,-0.003315484,0.002058783
85.94717759,-0.002422745,0.002055881
85.9741344,0.002803397,0.002033517
86.00117758,-0.00270162,0.00206333
86.02813438,-0.004731011,0.002067309
86.05517757,-0.002070985,0.002051696
86.08213437,-0.004771719,0.002071642
86.1091776,-0.007598092,0.002073132
86.13613436,-0.008154973,0.002069614
86.16317759,-0.002544611,0.002075105
86.19013439,-0.010356648,0.002081448
86.21717758,-0.006877822,0.00207089
86.24413438,-0.000204423,0.002068993
86.27117756,0.001060958,0.002068698
86.29813437,0.003124722,0.002059571
86.32517759,-0.002633267,0.002071295
86.3521344,0.002706164,0.002083199
86.37917758,0.001071884,0.002073794
86.40613439,-0.000634924,0.002071163
86.43317757,0.004326689,0.002069144
86.46013438,-0.00347025,0.002072114
86.4871776,-0.002942152,0.002064532
86.51413436,-0.003864442,0.002079777
86.54117759,-0.009747729,0.002074356
86.56813439,-0.007571,0.002075685
86.59517758,-0.004155664,0.00205589
86.62213438,-0.002085324,0.002048742
86.64917757,0.002808735,0.002060929
86.67613437,-6.54E-05,0.002061823
86.7031776,-0.001100954,0.00206456
86.7301344,0.003116769,0.002056667
86.75717758,-0.000485191,0.002054254
86.78413439,0.006411761,0.002073194
86.81109119,0.007078394,0.002054791
86.83813438,-0.000966083,0.002074833
86.8651776,-0.004400732,0.002071453
86.89213437,0.002063892,0.002047944
86.91917759,-0.003265512,0.002076852
86.94613439,-0.004771296,0.00205436
86.9730912,-0.002385393,0.002059984
87.00013438,0.001190154,0.002042647
87.02709119,0.002354444,0.002049214
87.05413437,0.004692508,0.002058861
87.08109118,0.001535091,0.002054948
87.1081344,0.003293728,0.00204573
87.13509116,0.002918981,0.002053186
87.16213439,0.007712994,0.00204159
87.18909119,0.00261311,0.002041294
87.21613438,0.002382603,0.002045149
87.24309118,0.002098137,0.002043776
87.27013437,-0.00277794,0.002051048
87.29709117,-0.002876755,0.002047977
87.3241344,-0.005784517,0.002048182
87.3510912,-0.007325048,0.002047814
87.37813438,-0.005093059,0.002046383
87.40509119,0.004862175,0.002045096
87.43213437,0.002609278,0.002047427
87.45909118,0.004792626,0.002042738
87.48613436,0.005572919,0.002037369
87.51309117,0.004869064,0.002044758
87.54013439,0.011524326,0.002037645
87.5670912,0.008336721,0.002044376
87.59413438,0.004370073,0.002043284
87.62109118,0.004223376,0.00205562
87.64813437,0.005340753,0.002050265
87.67509117,-0.004819499,0.002062222
87.7021344,-0.003010148,0.002058202
87.73012797,-0.001772326,0.002061965
87.75708477,-0.000194175,0.002049695
87.784128,-0.001575249,0.002045019
87.81108476,0.007079336,0.002044145
87.83812799,0.001631855,0.002059165
87.86508479,0.001558645,0.002057378
87.89212798,-0.002380133,0.002068273
87.91908478,-0.000197065,0.00205016
87.94612796,0.000908808,0.00206017
87.97308477,0.00325983,0.002051794
88.00107838,-0.000619483,0.002055863
88.02812157,-0.003333858,0.002040962
88.05507837,-0.003944737,0.002048891
88.08212159,-0.005036814,0.002046992
88.1090784,-0.003693375,0.002035143
88.13612158,-0.005097956,0.002050607
88.16307839,0.001477855,0.002066347
88.19012157,0.000971852,0.002058027
88.21707838,0.002352477,0.002049479
